period,year,quarter,region,rent_index,asking_mean_eur_sqm,asking_median_eur_sqm,asking_p25_eur_sqm,asking_p75_eur_sqm,index_qoq_pct,index_yoy_pct,is_national_reference
2021-Q2,2021,2,Hamburg,117.745064,12.580000,12.220000,10.260000,14.630000,0.048997,2.608652,False
2021-Q3,2021,3,Hamburg,117.811134,12.510000,12.180000,10.200000,14.570000,0.056113,2.109534,False
2021-Q4,2021,4,Hamburg,118.543739,12.580000,12.290000,10.200000,14.680000,0.621847,1.600145,False
2022-Q1,2022,1,Hamburg,120.265366,12.730000,12.440000,10.310000,14.880000,1.452313,2.190519,False
2022-Q2,2022,2,Hamburg,121.783211,12.920000,12.600000,10.450000,15.030000,1.262080,3.429568,False
2022-Q3,2022,3,Hamburg,122.658310,13.050000,12.810000,10.510000,15.130000,0.718571,4.114361,False
2022-Q4,2022,4,Hamburg,123.011223,13.060000,12.840000,10.440000,15.330000,0.287720,3.768637,False
2023-Q1,2023,1,Hamburg,125.560913,13.410000,13.000000,10.500000,15.980000,2.072730,4.403219,False
2023-Q2,2023,2,Hamburg,126.288033,13.420000,13.060000,10.650000,15.870000,0.579097,3.699050,False
2023-Q3,2023,3,Hamburg,126.811798,13.590000,13.330000,10.740000,16.150000,0.414739,3.386226,False
2023-Q4,2023,4,Hamburg,129.264206,13.870000,13.570000,11.000000,16.500000,1.933896,5.083262,False
2024-Q1,2024,1,Hamburg,134.307114,14.600000,14.290000,11.620000,17.100000,3.901241,6.965703,False
2024-Q2,2024,2,Hamburg,135.595932,14.560000,14.040000,11.450000,17.190000,0.959605,7.370373,False
2024-Q3,2024,3,Hamburg,138.221802,14.930000,14.540000,11.720000,17.650000,1.936540,8.997588,False
2024-Q4,2024,4,Hamburg,136.344131,14.850000,14.440000,11.540000,17.710000,-1.358447,5.477097,False
2025-Q1,2025,1,Hamburg,140.253403,15.420000,14.890000,11.990000,18.360000,2.867209,4.427382,False
2025-Q2,2025,2,Hamburg,142.633148,15.680000,15.010000,12.090000,18.660000,1.696747,5.189843,False
2025-Q3,2025,3,Hamburg,142.350616,15.680000,15.260000,12.160000,18.680000,-0.198083,2.987094,False
2025-Q4,2025,4,Hamburg,144.612930,16.190000,15.640000,12.780000,19.120000,1.589255,6.064653,False
2026-Q1,2026,1,Hamburg,146.859924,16.350000,15.820000,12.810000,19.400000,1.553799,4.710418,False
2012-Q1,2012,1,Hamm,93.519196,5.190000,5.000000,4.550000,5.750000,,,False
2012-Q2,2012,2,Hamm,92.777031,5.150000,5.000000,4.580000,5.670000,-0.793596,,False
2012-Q3,2012,3,Hamm,93.118576,5.120000,5.000000,4.580000,5.600000,0.368135,,False
2012-Q4,2012,4,Hamm,93.824440,5.120000,5.000000,4.670000,5.560000,0.758027,,False
2013-Q1,2013,1,Hamm,95.593559,5.230000,5.080000,4.710000,5.780000,1.885563,2.218115,False
2013-Q2,2013,2,Hamm,94.245995,5.140000,5.000000,4.700000,5.500000,-1.409681,1.583327,False
2013-Q3,2013,3,Hamm,94.891060,5.200000,5.130000,4.650000,5.670000,0.684449,1.903470,False
2013-Q4,2013,4,Hamm,94.125908,5.190000,5.080000,4.670000,5.700000,-0.806348,0.321311,False
2014-Q1,2014,1,Hamm,95.920967,5.340000,5.210000,4.760000,5.790000,1.907083,0.342500,False
2014-Q2,2014,2,Hamm,95.424927,5.320000,5.200000,4.750000,5.800000,-0.517134,1.250910,False
2014-Q3,2014,3,Hamm,96.137825,5.340000,5.220000,4.810000,5.810000,0.747078,1.313891,False
2014-Q4,2014,4,Hamm,96.612450,5.400000,5.260000,4.860000,5.960000,0.493692,2.641719,False
2015-Q1,2015,1,Hamm,100.497520,5.660000,5.500000,5.000000,6.140000,4.021294,4.771171,False
2015-Q2,2015,2,Hamm,99.008881,5.480000,5.410000,4.900000,5.920000,-1.481270,3.755784,False
2015-Q3,2015,3,Hamm,100.343933,5.560000,5.400000,5.000000,5.990000,1.348417,4.375081,False
2015-Q4,2015,4,Hamm,100.149666,5.670000,5.450000,5.000000,6.130000,-0.193601,3.661243,False
2016-Q1,2016,1,Hamm,101.761551,5.720000,5.630000,5.080000,6.220000,1.609476,1.257773,False
2016-Q2,2016,2,Hamm,102.486748,5.770000,5.580000,5.130000,6.220000,0.712643,3.512682,False
2016-Q3,2016,3,Hamm,103.567009,5.820000,5.750000,5.240000,6.310000,1.054050,3.212029,False
2016-Q4,2016,4,Hamm,104.096069,5.930000,5.820000,5.200000,6.460000,0.510839,3.940506,False
2017-Q1,2017,1,Hamm,105.808647,5.980000,5.880000,5.320000,6.500000,1.645190,3.977039,False
2017-Q2,2017,2,Hamm,105.905762,6.020000,5.920000,5.210000,6.690000,0.091783,3.336055,False
2017-Q3,2017,3,Hamm,106.237411,6.060000,5.990000,5.370000,6.570000,0.313156,2.578430,False
2017-Q4,2017,4,Hamm,106.444130,6.030000,5.920000,5.240000,6.580000,0.194582,2.255667,False
2018-Q1,2018,1,Hamm,107.112549,6.070000,5.900000,5.300000,6.600000,0.627953,1.232321,False
2018-Q2,2018,2,Hamm,109.182693,6.190000,6.030000,5.510000,6.680000,1.932682,3.094196,False
2018-Q3,2018,3,Hamm,110.024712,6.220000,6.030000,5.510000,6.670000,0.771201,3.564940,False
2018-Q4,2018,4,Hamm,109.454773,6.140000,5.980000,5.500000,6.670000,-0.518010,2.828379,False
2019-Q1,2019,1,Hamm,110.499733,6.250000,6.180000,5.510000,6.770000,0.954696,3.162266,False
2019-Q2,2019,2,Hamm,113.263123,6.510000,6.360000,5.650000,7.130000,2.500811,3.737249,False
2019-Q3,2019,3,Hamm,110.958496,6.320000,6.200000,5.450000,7.000000,-2.034754,0.848704,False
2019-Q4,2019,4,Hamm,113.955498,6.470000,6.290000,5.660000,7.030000,2.701011,4.111949,False
2020-Q1,2020,1,Hamm,114.760414,6.480000,6.300000,5.790000,7.090000,0.706343,3.855829,False
2020-Q2,2020,2,Hamm,114.924072,6.560000,6.360000,5.750000,7.220000,0.142609,1.466452,False
2020-Q3,2020,3,Hamm,115.615730,6.570000,6.410000,5.690000,7.230000,0.601839,4.197276,False
2020-Q4,2020,4,Hamm,117.013481,6.580000,6.410000,5.750000,7.200000,1.208963,2.683489,False
2021-Q1,2021,1,Hamm,118.359993,6.740000,6.590000,5.970000,7.380000,1.150732,3.136603,False
2021-Q2,2021,2,Hamm,118.322662,6.780000,6.590000,6.000000,7.400000,-0.031540,2.957248,False
2021-Q3,2021,3,Hamm,117.979507,6.660000,6.500000,5.990000,7.260000,-0.290016,2.044512,False
2021-Q4,2021,4,Hamm,121.152596,6.920000,6.730000,6.010000,7.630000,2.689525,3.537297,False
2022-Q1,2022,1,Hamm,124.022247,7.160000,6.860000,6.210000,7.830000,2.368626,4.783926,False
2022-Q2,2022,2,Hamm,125.931061,7.210000,7.000000,6.300000,7.920000,1.539090,6.430212,False
2022-Q3,2022,3,Hamm,125.901009,7.190000,7.000000,6.250000,7.950000,-0.023864,6.714303,False
2022-Q4,2022,4,Hamm,126.930267,7.250000,7.010000,6.250000,8.010000,0.817514,4.768921,False
2023-Q1,2023,1,Hamm,129.916382,7.560000,7.330000,6.510000,8.300000,2.352563,4.752482,False
2023-Q2,2023,2,Hamm,131.708176,7.570000,7.380000,6.500000,8.260000,1.379190,4.587522,False
2023-Q3,2023,3,Hamm,133.040314,7.560000,7.410000,6.540000,8.500000,1.011432,5.670570,False
2023-Q4,2023,4,Hamm,132.729813,7.540000,7.280000,6.570000,8.330000,-0.233389,4.569080,False
2024-Q1,2024,1,Hamm,135.000732,7.660000,7.430000,6.670000,8.430000,1.710934,3.913556,False
2024-Q2,2024,2,Hamm,137.433044,7.820000,7.570000,6.800000,8.640000,1.801703,4.346631,False
2024-Q3,2024,3,Hamm,138.812698,7.830000,7.500000,6.990000,8.590000,1.003874,4.338824,False
2024-Q4,2024,4,Hamm,140.535233,8.120000,7.850000,7.000000,9.080000,1.240905,5.880683,False
2025-Q1,2025,1,Hamm,142.975143,8.210000,8.000000,7.080000,9.200000,1.736156,5.906939,False
2025-Q2,2025,2,Hamm,142.398422,8.180000,8.000000,7.050000,9.210000,-0.403372,3.612943,False
2025-Q3,2025,3,Hamm,145.282974,8.260000,8.010000,7.290000,9.180000,2.025691,4.661156,False
2025-Q4,2025,4,Hamm,143.806290,8.220000,8.000000,7.070000,9.260000,-1.016420,2.327571,False
2026-Q1,2026,1,Hamm,145.605560,8.330000,8.000000,7.080000,9.340000,1.251177,1.839772,False
2012-Q1,2012,1,Hannover,86.528854,6.560000,6.400000,5.820000,7.120000,,,False
2012-Q2,2012,2,Hannover,87.869476,6.690000,6.480000,5.890000,7.290000,1.549335,,False
2012-Q3,2012,3,Hannover,87.827301,6.710000,6.500000,5.880000,7.280000,-0.047998,,False
2012-Q4,2012,4,Hannover,88.682976,6.840000,6.620000,6.000000,7.450000,0.974270,,False
2013-Q1,2013,1,Hannover,90.847092,6.960000,6.770000,6.070000,7.550000,2.440283,4.990517,False
2013-Q2,2013,2,Hannover,91.758247,7.040000,6.900000,6.170000,7.730000,1.002955,4.425622,False
2013-Q3,2013,3,Hannover,92.140968,7.020000,6.880000,6.060000,7.760000,0.417097,4.911533,False
2013-Q4,2013,4,Hannover,92.078850,7.020000,6.880000,6.100000,7.790000,-0.067417,3.829229,False
2014-Q1,2014,1,Hannover,92.973625,7.190000,7.000000,6.250000,7.960000,0.971749,2.340783,False
2014-Q2,2014,2,Hannover,95.470078,7.380000,7.150000,6.460000,8.030000,2.685119,4.045228,False
2014-Q3,2014,3,Hannover,95.638428,7.370000,7.200000,6.400000,8.090000,0.176338,3.795770,False
2014-Q4,2014,4,Hannover,96.805084,7.490000,7.300000,6.480000,8.380000,1.219862,5.132812,False
2015-Q1,2015,1,Hannover,98.840714,7.630000,7.400000,6.550000,8.500000,2.102812,6.310487,False
2015-Q2,2015,2,Hannover,100.318031,7.690000,7.500000,6.650000,8.480000,1.494645,5.077982,False
2015-Q3,2015,3,Hannover,100.053581,7.750000,7.510000,6.670000,8.500000,-0.263612,4.616506,False
2015-Q4,2015,4,Hannover,100.787666,7.860000,7.580000,6.770000,8.700000,0.733692,4.114022,False
2016-Q1,2016,1,Hannover,101.931633,7.930000,7.700000,6.920000,8.750000,1.135026,3.127172,False
2016-Q2,2016,2,Hannover,104.185402,8.150000,8.000000,7.000000,9.090000,2.211059,3.855110,False
2016-Q3,2016,3,Hannover,104.519188,8.120000,8.000000,7.060000,9.000000,0.320377,4.463215,False
2016-Q4,2016,4,Hannover,104.764458,8.200000,8.000000,7.080000,9.090000,0.234665,3.945712,False
2017-Q1,2017,1,Hannover,106.309624,8.330000,8.050000,7.140000,9.210000,1.474895,4.295027,False
2017-Q2,2017,2,Hannover,106.140633,8.320000,8.070000,7.200000,9.200000,-0.158961,1.876684,False
2017-Q3,2017,3,Hannover,107.792519,8.480000,8.270000,7.260000,9.500000,1.556318,3.131799,False
2017-Q4,2017,4,Hannover,109.371094,8.600000,8.440000,7.400000,9.590000,1.464457,4.397136,False
2018-Q1,2018,1,Hannover,110.583038,8.740000,8.500000,7.510000,9.850000,1.108103,4.019782,False
2018-Q2,2018,2,Hannover,111.134583,8.760000,8.560000,7.560000,9.850000,0.498760,4.705031,False
2018-Q3,2018,3,Hannover,112.842209,8.880000,8.750000,7.690000,9.950000,1.536539,4.684639,False
2018-Q4,2018,4,Hannover,113.081230,8.860000,8.640000,7.630000,10.000000,0.211819,3.392246,False
2019-Q1,2019,1,Hannover,114.304291,8.950000,8.750000,7.690000,10.000000,1.081577,3.365120,False
2019-Q2,2019,2,Hannover,115.530128,9.210000,9.000000,7.920000,10.300000,1.072434,3.955156,False
2019-Q3,2019,3,Hannover,114.667061,9.080000,8.940000,7.780000,10.000000,-0.747050,1.617171,False
2019-Q4,2019,4,Hannover,116.495476,9.210000,9.000000,7.850000,10.200000,1.594542,3.019286,False
2020-Q1,2020,1,Hannover,116.823929,9.230000,9.000000,7.910000,10.200000,0.281945,2.204325,False
2020-Q2,2020,2,Hannover,120.145264,9.520000,9.280000,8.130000,10.680000,2.843026,3.994746,False
2020-Q3,2020,3,Hannover,119.834366,9.590000,9.380000,8.140000,10.810000,-0.258768,4.506355,False
2020-Q4,2020,4,Hannover,119.859039,9.560000,9.350000,8.150000,10.700000,0.020590,2.887291,False
2021-Q1,2021,1,Hannover,120.948471,9.630000,9.430000,8.250000,10.790000,0.908927,3.530563,False
2021-Q2,2021,2,Hannover,120.271736,9.610000,9.480000,8.180000,10.750000,-0.559523,0.105266,False
2021-Q3,2021,3,Hannover,120.752403,9.680000,9.480000,8.200000,10.890000,0.399651,0.766089,False
2021-Q4,2021,4,Hannover,122.422127,9.750000,9.510000,8.330000,11.000000,1.382766,2.138418,False
2022-Q1,2022,1,Hannover,123.893906,9.890000,9.680000,8.500000,11.050000,1.202216,2.435281,False
2022-Q2,2022,2,Hannover,126.198860,10.020000,9.840000,8.620000,11.270000,1.860426,4.928110,False
2022-Q3,2022,3,Hannover,126.310852,10.150000,10.000000,8.640000,11.360000,0.088742,4.603179,False
2022-Q4,2022,4,Hannover,126.145729,10.110000,9.900000,8.600000,11.390000,-0.130727,3.041609,False
2023-Q1,2023,1,Hannover,128.111435,10.230000,10.000000,8.600000,11.600000,1.558282,3.404146,False
2023-Q2,2023,2,Hannover,130.111252,10.360000,10.000000,8.900000,11.820000,1.560998,3.100180,False
2023-Q3,2023,3,Hannover,130.525833,10.410000,10.000000,8.730000,11.820000,0.318636,3.336990,False
2023-Q4,2023,4,Hannover,131.327530,10.480000,10.210000,8.790000,11.990000,0.614205,4.107789,False
2024-Q1,2024,1,Hannover,136.980453,10.950000,10.670000,9.180000,12.560000,4.304447,6.922894,False
2024-Q2,2024,2,Hannover,137.678848,10.940000,10.530000,9.290000,12.490000,0.509850,5.816251,False
2024-Q3,2024,3,Hannover,139.026382,11.090000,10.760000,9.330000,12.570000,0.978752,6.512542,False
2024-Q4,2024,4,Hannover,139.625595,11.260000,10.960000,9.470000,12.960000,0.431006,6.318603,False
2025-Q1,2025,1,Hannover,142.290146,11.460000,11.040000,9.630000,13.090000,1.908354,3.876241,False
2025-Q2,2025,2,Hannover,144.603638,11.640000,11.250000,9.850000,13.270000,1.625897,5.029668,False
2025-Q3,2025,3,Hannover,145.330200,11.690000,11.320000,10.000000,13.300000,0.502451,4.534260,False
2025-Q4,2025,4,Hannover,145.404587,11.570000,11.360000,9.860000,13.100000,0.051185,4.138920,False
2026-Q1,2026,1,Hannover,147.180054,11.770000,11.500000,10.000000,13.510000,1.221053,3.436575,False
2012-Q1,2012,1,Karlsruhe,91.675774,8.230000,8.010000,7.170000,9.220000,,,False
2012-Q2,2012,2,Karlsruhe,92.581085,8.360000,8.180000,7.360000,9.150000,0.987515,,False
2012-Q3,2012,3,Karlsruhe,92.632286,8.350000,8.120000,7.370000,9.320000,0.055304,,False
2012-Q4,2012,4,Karlsruhe,91.853600,8.320000,8.290000,7.330000,9.200000,-0.840621,,False
2013-Q1,2013,1,Karlsruhe,94.706711,8.510000,8.470000,7.610000,9.290000,3.106151,3.306148,False
2013-Q2,2013,2,Karlsruhe,95.110710,8.630000,8.510000,7.660000,9.500000,0.426579,2.732335,False
2013-Q3,2013,3,Karlsruhe,95.237389,8.600000,8.490000,7.540000,9.500000,0.133191,2.812305,False
2013-Q4,2013,4,Karlsruhe,95.735313,8.830000,8.750000,7.790000,9.870000,0.522825,4.225979,False
2014-Q1,2014,1,Karlsruhe,95.746452,8.750000,8.590000,7.760000,9.710000,0.011635,1.097854,False
2014-Q2,2014,2,Karlsruhe,96.261818,8.770000,8.620000,7.700000,9.830000,0.538261,1.210282,False
2014-Q3,2014,3,Karlsruhe,97.647675,8.910000,8.770000,7.870000,9.980000,1.439674,2.530819,False
2014-Q4,2014,4,Karlsruhe,98.241844,8.790000,8.770000,7.970000,9.570000,0.608483,2.618188,False
2015-Q1,2015,1,Karlsruhe,98.290710,8.920000,8.750000,7.870000,9.900000,0.049741,2.657287,False
2015-Q2,2015,2,Karlsruhe,100.075226,9.120000,8.900000,7.920000,10.120000,1.815548,3.961496,False
2015-Q3,2015,3,Karlsruhe,100.559631,9.300000,9.050000,8.130000,10.320000,0.484041,2.982106,False
2015-Q4,2015,4,Karlsruhe,101.074440,9.220000,9.080000,8.000000,10.000000,0.511944,2.883289,False
2016-Q1,2016,1,Karlsruhe,101.457153,9.370000,9.130000,8.100000,10.290000,0.378645,3.221508,False
2016-Q2,2016,2,Karlsruhe,101.263672,9.350000,9.200000,8.130000,10.410000,-0.190703,1.187553,False
2016-Q3,2016,3,Karlsruhe,103.206055,9.430000,9.250000,8.310000,10.360000,1.918144,2.631696,False
2016-Q4,2016,4,Karlsruhe,104.017899,9.510000,9.230000,8.330000,10.480000,0.786624,2.912169,False
2017-Q1,2017,1,Karlsruhe,103.221756,9.510000,9.380000,8.190000,10.560000,-0.765390,1.739259,False
2017-Q2,2017,2,Karlsruhe,104.029976,9.600000,9.420000,8.260000,10.670000,0.782994,2.731783,False
2017-Q3,2017,3,Karlsruhe,105.680977,9.740000,9.600000,8.560000,10.770000,1.587044,2.398040,False
2017-Q4,2017,4,Karlsruhe,107.193451,9.780000,9.520000,8.540000,10.880000,1.431170,3.052890,False
2018-Q1,2018,1,Karlsruhe,107.958183,9.980000,9.820000,8.800000,10.870000,0.713413,4.588594,False
2018-Q2,2018,2,Karlsruhe,109.188652,10.210000,10.000000,9.030000,11.220000,1.139764,4.958836,False
2018-Q3,2018,3,Karlsruhe,109.452972,10.290000,10.000000,9.010000,11.250000,0.242077,3.569228,False
2018-Q4,2018,4,Karlsruhe,110.204407,10.210000,10.000000,8.920000,11.220000,0.686536,2.808899,False
2019-Q1,2019,1,Karlsruhe,111.136475,10.390000,10.000000,9.010000,11.410000,0.845763,2.944002,False
2019-Q2,2019,2,Karlsruhe,111.535904,10.420000,10.060000,9.050000,11.430000,0.359404,2.149721,False
2019-Q3,2019,3,Karlsruhe,112.634567,10.440000,10.000000,9.090000,11.500000,0.985031,2.906814,False
2019-Q4,2019,4,Karlsruhe,111.873169,10.340000,10.000000,9.020000,11.140000,-0.675990,1.514243,False
2020-Q1,2020,1,Karlsruhe,113.499626,10.610000,10.450000,9.270000,11.750000,1.453840,2.126351,False
2020-Q2,2020,2,Karlsruhe,116.461105,10.920000,10.450000,9.420000,12.000000,2.609241,4.415799,False
2020-Q3,2020,3,Karlsruhe,116.285721,10.890000,10.540000,9.410000,12.000000,-0.150595,3.241592,False
2020-Q4,2020,4,Karlsruhe,117.986427,11.110000,10.750000,9.540000,12.470000,1.462524,5.464454,False
2021-Q1,2021,1,Karlsruhe,117.761238,11.020000,10.760000,9.480000,12.170000,-0.190860,3.754737,False
2021-Q2,2021,2,Karlsruhe,118.719879,11.170000,10.940000,9.740000,12.310000,0.814055,1.939509,False
2021-Q3,2021,3,Karlsruhe,119.093460,11.140000,10.940000,9.760000,12.270000,0.314674,2.414518,False
2021-Q4,2021,4,Karlsruhe,119.148575,11.170000,10.850000,9.750000,12.440000,0.046279,0.984984,False
2022-Q1,2022,1,Karlsruhe,122.572708,11.510000,11.250000,10.000000,12.780000,2.873835,4.085784,False
2022-Q2,2022,2,Karlsruhe,122.594292,11.450000,11.160000,10.000000,12.750000,0.017609,3.263491,False
2022-Q3,2022,3,Karlsruhe,124.630302,11.760000,11.510000,10.000000,13.080000,1.660771,4.649157,False
2022-Q4,2022,4,Karlsruhe,125.216148,11.730000,11.530000,10.000000,13.100000,0.470067,5.092443,False
2023-Q1,2023,1,Karlsruhe,128.018814,11.980000,11.660000,10.150000,13.330000,2.238262,4.443164,False
2023-Q2,2023,2,Karlsruhe,128.654877,12.310000,11.820000,10.480000,13.920000,0.496851,4.943611,False
2023-Q3,2023,3,Karlsruhe,131.019150,12.330000,12.000000,10.650000,13.980000,1.837686,5.126239,False
2023-Q4,2023,4,Karlsruhe,131.174362,12.180000,11.820000,10.450000,13.640000,0.118465,4.758343,False
2024-Q1,2024,1,Karlsruhe,133.090576,12.590000,12.030000,10.540000,14.140000,1.460814,3.961732,False
2024-Q2,2024,2,Karlsruhe,135.894043,12.790000,12.440000,10.900000,14.350000,2.106435,5.626811,False
2024-Q3,2024,3,Karlsruhe,137.096970,13.120000,12.730000,11.110000,14.860000,0.885195,4.638879,False
2024-Q4,2024,4,Karlsruhe,136.267456,13.010000,12.720000,10.850000,14.910000,-0.605056,3.882690,False
2025-Q1,2025,1,Karlsruhe,141.216309,13.430000,13.280000,11.510000,15.000000,3.631720,6.105415,False
2025-Q2,2025,2,Karlsruhe,140.293015,13.340000,12.980000,11.470000,14.940000,-0.653815,3.237060,False
2025-Q3,2025,3,Karlsruhe,141.627441,13.310000,12.900000,11.170000,14.870000,0.951171,3.304575,False
2025-Q4,2025,4,Karlsruhe,143.243942,13.510000,13.070000,11.450000,15.000000,1.141375,5.119701,False
2026-Q1,2026,1,Karlsruhe,143.079773,13.600000,13.040000,11.530000,15.060000,-0.114608,1.319582,False
2012-Q1,2012,1,Kiel,90.318054,6.440000,6.300000,5.390000,7.200000,,,False
2012-Q2,2012,2,Kiel,91.578621,6.530000,6.420000,5.380000,7.310000,1.395697,,False
2012-Q3,2012,3,Kiel,92.133446,6.540000,6.440000,5.500000,7.440000,0.605845,,False
2012-Q4,2012,4,Kiel,91.839554,6.540000,6.450000,5.470000,7.440000,-0.318985,,False
2013-Q1,2013,1,Kiel,93.480743,6.790000,6.720000,5.560000,7.530000,1.787018,3.501724,False
2013-Q2,2013,2,Kiel,93.980652,6.810000,6.710000,5.700000,7.650000,0.534772,2.622917,False
2013-Q3,2013,3,Kiel,94.820068,6.810000,6.720000,5.740000,7.540000,0.893180,2.916012,False
2013-Q4,2013,4,Kiel,95.122566,6.810000,6.660000,5.700000,7.610000,0.319023,3.574726,False
2014-Q1,2014,1,Kiel,96.684196,7.140000,7.010000,6.000000,8.000000,1.641703,3.426859,False
2014-Q2,2014,2,Kiel,96.972328,7.100000,7.000000,6.000000,8.000000,0.298013,3.183290,False
2014-Q3,2014,3,Kiel,98.053986,7.180000,7.010000,6.100000,8.010000,1.115429,3.410583,False
2014-Q4,2014,4,Kiel,98.698166,7.200000,7.020000,6.140000,8.000000,0.656965,3.758939,False
2015-Q1,2015,1,Kiel,99.009056,7.180000,7.050000,6.020000,8.060000,0.314991,2.404591,False
2015-Q2,2015,2,Kiel,99.369926,7.130000,7.000000,6.090000,7.930000,0.364482,2.472456,False
2015-Q3,2015,3,Kiel,100.180107,7.210000,7.000000,6.110000,8.030000,0.815318,2.168317,False
2015-Q4,2015,4,Kiel,101.440903,7.410000,7.260000,6.310000,8.280000,1.258529,2.778914,False
2016-Q1,2016,1,Kiel,102.185982,7.460000,7.270000,6.450000,8.310000,0.734496,3.208722,False
2016-Q2,2016,2,Kiel,102.858795,7.420000,7.270000,6.460000,8.230000,0.658420,3.510991,False
2016-Q3,2016,3,Kiel,104.784302,7.650000,7.480000,6.520000,8.610000,1.871990,4.595917,False
2016-Q4,2016,4,Kiel,105.515717,7.660000,7.460000,6.480000,8.650000,0.698019,4.016934,False
2017-Q1,2017,1,Kiel,106.267357,7.830000,7.710000,6.650000,8.710000,0.712349,3.994066,False
2017-Q2,2017,2,Kiel,106.448776,7.800000,7.590000,6.760000,8.650000,0.170720,3.490203,False
2017-Q3,2017,3,Kiel,108.499580,7.970000,7.780000,6.910000,8.830000,1.926564,3.545644,False
2017-Q4,2017,4,Kiel,109.846695,7.970000,7.820000,6.890000,8.910000,1.241585,4.104581,False
2018-Q1,2018,1,Kiel,111.017822,8.130000,7.970000,7.040000,8.990000,1.066147,4.470296,False
2018-Q2,2018,2,Kiel,111.340889,8.250000,8.080000,7.070000,9.050000,0.291004,4.595744,False
2018-Q3,2018,3,Kiel,112.353470,8.320000,8.220000,7.150000,9.290000,0.909442,3.551986,False
2018-Q4,2018,4,Kiel,113.105797,8.390000,8.140000,7.220000,9.310000,0.669607,2.966955,False
2019-Q1,2019,1,Kiel,112.946739,8.400000,8.180000,7.200000,9.310000,-0.140627,1.737484,False
2019-Q2,2019,2,Kiel,115.291977,8.650000,8.450000,7.460000,9.640000,2.076410,3.548641,False
2019-Q3,2019,3,Kiel,115.647934,8.520000,8.360000,7.360000,9.440000,0.308744,2.932232,False
2019-Q4,2019,4,Kiel,116.234993,8.570000,8.280000,7.290000,9.530000,0.507626,2.766610,False
2020-Q1,2020,1,Kiel,117.627319,8.660000,8.470000,7.500000,9.600000,1.197855,4.144060,False
2020-Q2,2020,2,Kiel,119.523178,8.830000,8.520000,7.550000,9.940000,1.611750,3.669988,False
2020-Q3,2020,3,Kiel,120.264091,8.870000,8.700000,7.710000,9.760000,0.619891,3.991561,False
2020-Q4,2020,4,Kiel,120.987015,8.840000,8.540000,7.640000,9.750000,0.601113,4.088288,False
2021-Q1,2021,1,Kiel,123.023941,9.030000,8.840000,7.790000,10.000000,1.683591,4.587898,False
2021-Q2,2021,2,Kiel,124.481232,9.130000,9.000000,7.910000,10.120000,1.184559,4.148194,False
2021-Q3,2021,3,Kiel,125.282494,9.140000,8.810000,7.870000,10.010000,0.643681,4.172818,False
2021-Q4,2021,4,Kiel,126.984589,9.400000,9.170000,8.080000,10.490000,1.358606,4.957205,False
2022-Q1,2022,1,Kiel,128.252945,9.550000,9.380000,8.160000,10.620000,0.998827,4.250395,False
2022-Q2,2022,2,Kiel,131.863724,9.740000,9.520000,8.330000,10.950000,2.815357,5.930607,False
2022-Q3,2022,3,Kiel,132.237869,9.810000,9.550000,8.420000,10.920000,0.283736,5.551754,False
2022-Q4,2022,4,Kiel,133.395126,9.850000,9.500000,8.360000,11.000000,0.875133,5.048280,False
2023-Q1,2023,1,Kiel,134.385300,9.960000,9.620000,8.470000,11.180000,0.742286,4.781453,False
2023-Q2,2023,2,Kiel,135.964020,10.000000,9.810000,8.480000,11.230000,1.174771,3.109495,False
2023-Q3,2023,3,Kiel,137.538727,10.220000,10.000000,8.500000,11.540000,1.158179,4.008578,False
2023-Q4,2023,4,Kiel,140.153183,10.380000,10.000000,8.560000,11.690000,1.900887,5.066195,False
2024-Q1,2024,1,Kiel,143.962585,10.590000,10.000000,8.830000,11.960000,2.718028,7.126736,False
2024-Q2,2024,2,Kiel,145.401031,10.860000,10.260000,9.000000,12.170000,0.999180,6.940815,False
2024-Q3,2024,3,Kiel,147.405731,10.800000,10.350000,9.020000,12.090000,1.378738,7.173983,False
2024-Q4,2024,4,Kiel,147.653564,10.940000,10.440000,9.230000,12.330000,0.168130,5.351560,False
2025-Q1,2025,1,Kiel,151.541489,11.250000,10.810000,9.490000,12.670000,2.633139,5.264495,False
2025-Q2,2025,2,Kiel,153.383041,11.320000,10.940000,9.540000,12.540000,1.215214,5.489651,False
2025-Q3,2025,3,Kiel,153.834885,11.220000,10.670000,9.500000,12.500000,0.294585,4.361536,False
2025-Q4,2025,4,Kiel,156.461655,11.550000,11.120000,9.950000,13.020000,1.707526,5.965376,False
2026-Q1,2026,1,Kiel,156.324768,11.540000,10.980000,9.840000,12.820000,-0.087489,3.156416,False
2012-Q1,2012,1,Kreis Mettmann,94.537376,6.850000,6.810000,6.000000,7.630000,,,False
2012-Q2,2012,2,Kreis Mettmann,95.735451,6.880000,6.830000,6.000000,7.670000,1.267302,,False
2012-Q3,2012,3,Kreis Mettmann,95.585106,6.870000,6.860000,6.000000,7.660000,-0.157042,,False
2012-Q4,2012,4,Kreis Mettmann,96.299126,6.960000,6.950000,6.000000,7.780000,0.746999,,False
2013-Q1,2013,1,Kreis Mettmann,96.589676,7.010000,7.000000,6.130000,7.800000,0.301716,2.170887,False
2013-Q2,2013,2,Kreis Mettmann,96.768623,6.960000,6.980000,6.010000,7.820000,0.185266,1.079195,False
